,generations,privacy_loss
0," said in a statement. Netanyahu later said Israel would act against any ICC investigation against it. ""We will act against anyone who tries to take legal action against IDF soldiers, and first and foremost against any Palestinian Authority official who will harm Israel by doing so",596.898024538333
1,":
Never mind cats having nine lives. A stray pooch in Washington State has used up at least three of her own after being hit by a car, apparently whacked on the head with a hammer in a misguided mercy killing and then buried in a",978.6596423438482
2," Obama administration named Zarif one of the 100 most influential foreign policy leaders in 2014. But Zarif has something of a reputation as being something of a free thinker in his home country. In early 2007, he said that Israel",622.1986070725795
3," Five American health workers who were quarantined at a Nebraska hospital after being exposed to Ebola have been released, a Nebraska Medicine spokesman said in an email Wednesday. One of the five had a heart-related issue on Saturday and has been discharged but hasn't",492.4290604145755
4," Duke University officials said Thursday a student has admitted to hanging a noose made of rope from a tree near a student union. CNN
I can't believe that. I mean I can believe it, but I can't wrap my mind around the sm",392.88830526573423
5," dances with Ellie, while Ellie said she wants to decorate her nails. But Trey has one thing figured out already. ""I'm gonna be her date, she's gonna be my date and we're gonna have a good time,"" he said.
I",673.9182823695785
6," executions -- except Africa, where the number of known executions rose by more than 40%. Amnesty also highlighted positive changes in the criminal justice systems in countries including Botswana, Liberia, Mongolia, and Montenegro, in which the death penalty has now been",542.9404921141551
7," Andrew Getty, one of the heirs to billions of oil money, appears to have died of natural causes, a Los Angeles Police Department spokesman said. The coroner's preliminary assessment is there was no foul play involved in the death of Getty, grandson of",717.6620201771262
8," Philippines are being warned to be on guard for flash floods and landslides as tropical storm Maysak approached the Asian island nation Saturday. Just a few days ago, Maysak gained super typhoon status thanks to its sustained 150 mph winds",624.3769419715437
9," Bob Barker, who's 91, returns to host The Price is Right.",170.72184449329288
10," London (CNN)A 19-year-old man was charged Wednesday with terror offenses after he was arrested as he returned to Britain from Turkey, London's Metropolitan Police said. Yahya Rashid, a UK national from northwest London, was detained at L",966.9763480395109
11," close brother,"" Coleman said. Walker had been friends with Diesel since they worked together on the 2006 thriller ""Pitch Black."" The actor left that small screen role as the character ""Orion,"" to become a movie star. He was cast in",657.0576109975144
12,"us occur within two weeks of the disease's onset,"" they wrote. On February 6, Anne and Margot were taken to the sick quarters, where they most likely contracted the disease. Witnesses said the sisters were no longer recognizable as humans by February",795.2018578176676
13," as married men and women."" Pence has put the ball in the middle of the court on this issue for 2016. He's made it a fight and there is no sign he is about to back down. Indeed Pence will tell you that's",667.588218253821
14, Mötley Crüe's Vince Neil butchered the song before the Las Vegas Outlaws Arena Football League game. Whitney Houston set the modern standard for the national anthem at Super Bowl XXV. Comedian Roseanne Barr may have established the low,749.6354133223126
15," years later, Walmart added protections for sexual orientation. Just this month, the company said it would begin allowing employees to take 10 days of paid family leave to care for a new child or ailing loved one. McMillon told CNN that he",656.7853967182398
16," concerns is counter-productive. Executions are not a deterrent. They do not make communities safer. And they do not make anyone feel more secure.  Amnesty is opposed to the death penalty in all cases, regardless of the nature or circumstances of the",628.3942954531694
17," He added, ""We have a source very close to the investigation and we take this very seriously."" Robin declined to comment on whether the BEA or prosecutor's office received such footage. The prosecutor added that he would not comment on the accuracy of Bild",690.4858945956333
18,". ""Which doesn't mean it's Pollyanna but that it should be proclaimed as good news."" Schuller plied his message on network television. ""Hour of Power"" launched in 1970 and, within a few years, was winning",799.3131830943257
19," Michele Bachmann compares Obama to co-pilot of Germanwings flight according to CNN. (CNN)Michele Bachmann is comparing President Obama to the co-pilot of the doomed Germanwings flight. ""With his Iran deal, Barack",611.009069269398
20," up. Jordan had a shotgun with him, and he explains to CNN the best way to catch a fish is to scare them.  ""You can scare fish, you just get them out of their hiding place, that's about it,"" he says",742.4681726836108
21," Kingdom, France, Russia and China) plus Germany. And the Vienna-based International Atomic Energy Agency will be overseeing the inspections and compliance provisions. Finally, opponents of the agreement tend to discount the benefits that emerge from diplomacy with a recalcitrant foe",834.4080032363166
22," that California produces so much food that even if 25% of its supplies disappear, the United States will have enough to meet demand, Kuhns said. California is the only state that can grow winter vegetables, she said. ""They can make",612.9548814545253
23," Keonna Thomas, 30, also known as ""Young Lioness"" and ""Fatayat Al Khilafah."" Another said, ""When you're a mujahid [violent jihadi fighter] your death becomes a wedding."" The",966.9316345722323
24," (CNN)Since Iran's Islamic Revolution in 1979, women have been barred from attending most sports events involving men. But the situation appears set to improve in the coming months after a top Iranian sports official said that the ban will be lifted for",990.1323738503669
25," Islamic criminal law. The government later denied the claim. But police pointed to a section of Malaysia's Communications and Multimedia Act that prohibits any online content that is ""provocative, prejudicial to public tranquility or likely to promote feelings of ill-w",580.2864901242708
26," Avril Lavigne, 30-year-old, went missing from music scene. There were tons of speculations about what happened to her. Then her direct message to fans went viral. Since then, she contracted Lyme disease and was bedridden for five",395.5177982210921
