,generations,privacy_loss
0," Palestinian Authority officially becomes 123rd member of International Criminal Court, giving the court jurisdiction over alleged crimes in Palestinian territories. The step was opposed by Israel and the United States. The court opened a preliminary examination into the situation in Palestinian territories, paving the",0
1," A stray dog in Washington State named Theia has survived at least three near-death experiences: being hit by a car, being whacked on the head with a hammer in a misguided mercy killing, and being buried in a field. Four days after her",0
2," Mohammad Javad Zarif is the Iranian foreign minister who has been instrumental in securing a breakthrough in nuclear discussions that could lead to an end to sanctions against Iran. Zarif is known to be ""polished"" and ""jovial."" Less well",0
3," Five American healthcare workers who were monitored for three weeks at an Omaha, Nebraska hospital after being exposed to Ebola in West Africa have been released. One of the five had a heart-related issue, but has been discharged but hasn't left the area. The",0
4, Duke University student admits hanging noose made of rope from a tree near student union. The student is no longer on campus and will face student conduct review. Criminal investigations are ongoing as well. Hundreds of students and faculty members marched and gathered at a forum,0
5," Trey Moses, a high school basketball star, asked Ellie Meredith, a freshman with Down syndrome, to be his prom date. Trey originally planned to take his girlfriend, but then decided to take Ellie instead, citing her kind and easy-to-talk-to nature",0
6," Amnesty International has released its annual report on the death penalty, highlighting how governments around the world are using the threat of terrorism -- real or perceived -- to advance executions. The report found a 22% decrease in executions worldwide in 2014, but",0
7," Andrew Getty, one of the heirs to billions of oil money, appears to have died of natural causes. The coroner's preliminary assessment is there was no foul play involved in his death. Andrew Getty, 47, had ""several health issues",0
8, Tropical storm Maysak is approaching the Philippines and authorities are warning Filipinos to be on guard for flash floods and landslides. The storm boasts steady winds of over 70 mph and gusts up to 90 mph. Precautionary,0
9," Bob Barker, the original and longest-running host of ""The Price Is Right"", returned to the show for the first time in eight years. He hosted the Lucky Seven game before turning hosting duties over to the current host, Drew Carey, who finished up",0
10," Yahya Rashid, a 19-year-old UK national, has been charged with terror offenses after his arrest at Luton airport as he returned to Britain from Turkey. He's been charged with engaging in conduct in preparation of acts of terrorism,",0
11," Paul Walker, the late actor from ""Fast and Furious"" franchise, passed away in 2013 at the age of 40 in a car crash. The release of ""Furious 7"" offers an opportunity for fans to remember and possibly g",0
12," Seventy years after Anne Frank's supposed death in a Nazi concentration camp, researchers have re-examined archives and testimonies of survivors to determine the sisters' exact dates of death. They concluded that Anne and her older sister, Margot Frank,",0
13," Mike Pence, Governor of Indiana and a potential 2016 presidential candidate, has signed a religious freedom law that opens the door to discrimination against gays and lesbians. This move is seen as a way for Pence to shore up his conservative street cred, which",0
14, Vince Neil from Mötley Crüe sang the American national anthem before a Las Vegas Outlaws Arena Football League game and botched it.  Whitney Houston is remembered for setting the modern standard for the national anthem with a patriotic performance at Super Bowl,0
15," Walmart's opposition to a religious freedom law in Arkansas has put the company at odds with many in the Republican Party. The law, which would have allowed businesses to deny service to gay and lesbian customers, was criticized by Apple CEO Tim Cook, the head",0
